team,year,day,points,position
oviedo,1994,7,4,18
logrones,1994,7,2,19
la coruna,1994,8,18,0
zaragoza,1994,8,17,1
real madrid,1994,8,17,2
barcelona,1994,8,16,3
ath bilbao,1994,8,14,4
sp gijon,1994,8,13,5
valencia,1994,8,12,6
tenerife,1994,8,12,7
betis,1994,8,12,8
celta,1994,8,10,9
espanol,1994,8,10,10
compostela,1994,8,9,11
valladolid,1994,8,9,12
albacete,1994,8,9,13
sevilla,1994,8,9,14
sociedad,1994,8,8,15
oviedo,1994,8,7,16
ath madrid,1994,8,7,17
santander,1994,8,5,18
logrones,1994,8,3,19
zaragoza,1994,9,20,0
la coruna,1994,9,19,1
barcelona,1994,9,17,2
real madrid,1994,9,17,3
ath bilbao,1994,9,17,4
valencia,1994,9,15,5
betis,1994,9,15,6
espanol,1994,9,13,7
sp gijon,1994,9,13,8
tenerife,1994,9,13,9
compostela,1994,9,12,10
sevilla,1994,9,12,11
oviedo,1994,9,10,12
celta,1994,9,10,13
sociedad,1994,9,9,14
valladolid,1994,9,9,15
albacete,1994,9,9,16
ath madrid,1994,9,7,17
santander,1994,9,5,18
logrones,1994,9,3,19
la coruna,1994,10,22,0
zaragoza,1994,10,21,1
barcelona,1994,10,20,2
real madrid,1994,10,20,3
ath bilbao,1994,10,17,4
betis,1994,10,16,5
espanol,1994,10,16,6
valencia,1994,10,16,7
compostela,1994,10,15,8
sevilla,1994,10,15,9
sp gijon,1994,10,13,10
celta,1994,10,13,11
tenerife,1994,10,13,12
oviedo,1994,10,10,13
sociedad,1994,10,9,14
valladolid,1994,10,9,15
albacete,1994,10,9,16
santander,1994,10,8,17
ath madrid,1994,10,7,18
logrones,1994,10,4,19
zaragoza,1994,11,24,0
barcelona,1994,11,23,1
real madrid,1994,11,23,2
la coruna,1994,11,22,3
ath bilbao,1994,11,20,4
betis,1994,11,19,5
espanol,1994,11,17,6
valencia,1994,11,16,7
