team,year,day,position,last
perugia,1999,28,8,9
bologna,1999,28,9,11
lecce,1999,28,10,12
reggina,1999,28,11,10
verona,1999,28,12,8
bari,1999,28,13,13
torino,1999,28,14,14
venezia,1999,28,15,15
cagliari,1999,28,16,16
piacenza,1999,28,17,17
juventus,1999,29,0,1
lazio,1999,29,1,0
milan,1999,29,2,2
parma,1999,29,3,4
inter,1999,29,4,3
roma,1999,29,5,5
udinese,1999,29,6,7
fiorentina,1999,29,7,6
verona,1999,29,8,8
perugia,1999,29,9,9
reggina,1999,29,10,10
bologna,1999,29,11,11
lecce,1999,29,12,12
bari,1999,29,13,13
torino,1999,29,14,14
venezia,1999,29,15,15
cagliari,1999,29,16,16
piacenza,1999,29,17,17
juventus,1999,30,0,1
lazio,1999,30,1,0
parma,1999,30,2,4
milan,1999,30,3,2
roma,1999,30,4,5
inter,1999,30,5,3
udinese,1999,30,6,7
fiorentina,1999,30,7,6
perugia,1999,30,8,9
reggina,1999,30,9,10
verona,1999,30,10,8
bologna,1999,30,11,11
bari,1999,30,12,13
lecce,1999,30,13,12
torino,1999,30,14,14
venezia,1999,30,15,15
cagliari,1999,30,16,16
piacenza,1999,30,17,17
juventus,1999,31,0,1
lazio,1999,31,1,0
milan,1999,31,2,2
parma,1999,31,3,4
inter,1999,31,4,3
roma,1999,31,5,5
udinese,1999,31,6,7
fiorentina,1999,31,7,6
perugia,1999,31,8,9
reggina,1999,31,9,10
bologna,1999,31,10,11
verona,1999,31,11,8
lecce,1999,31,12,12
bari,1999,31,13,13
torino,1999,31,14,14
venezia,1999,31,15,15
cagliari,1999,31,16,16
piacenza,1999,31,17,17
juventus,1999,32,0,1
lazio,1999,32,1,0
milan,1999,32,2,2
inter,1999,32,3,3
parma,1999,32,4,4
roma,1999,32,5,5
udinese,1999,32,6,7
fiorentina,1999,32,7,6
verona,1999,32,8,8
reggina,1999,32,9,10
perugia,1999,32,10,9
bologna,1999,32,11,11
lecce,1999,32,12,12
bari,1999,32,13,13
torino,1999,32,14,14
venezia,1999,32,15,15
cagliari,1999,32,16,16
piacenza,1999,32,17,17
juventus,1999,33,0,1
lazio,1999,33,1,0
milan,1999,33,2,2
inter,1999,33,3,3
parma,1999,33,4,4
roma,1999,33,5,5
udinese,1999,33,6,7
fiorentina,1999,33,7,6
verona,1999,33,8,8
reggina,1999,33,9,10
lecce,1999,33,10,12
bologna,1999,33,11,11
perugia,1999,33,12,9
bari,1999,33,13,13
torino,1999,33,14,14
venezia,1999,33,15,15
cagliari,1999,33,16,16
piacenza,1999,33,17,17
lazio,1999,34,0,0
juventus,1999,34,1,1
milan,1999,34,2,2
inter,1999,34,3,3
parma,1999,34,4,4
roma,1999,34,5,5
fiorentina,1999,34,6,6
udinese,1999,34,7,7
verona,1999,34,8,8
perugia,1999,34,9,9
reggina,1999,34,10,10
bologna,1999,34,11,11
lecce,1999,34,12,12
bari,1999,34,13,13
torino,1999,34,14,14
venezia,1999,34,15,15
cagliari,1999,34,16,16
piacenza,1999,34,17,17
reggiana,1994,0,0,16
bari,1994,0,1,11
brescia,1994,0,2,17
juventus,1994,0,3,0
fiorentina,1994,0,4,9
cagliari,1994,0,5,8
milan,1994,0,6,3
genoa,1994,0,7,13
napoli,1994,0,8,6
lazio,1994,0,9,2
parma,1994,0,10,1
cremonese,1994,0,11,12
roma,1994,0,12,4
foggia,1994,0,13,15
sampdoria,1994,0,14,7
padova,1994,0,15,14
torino,1994,0,16,10
inter,1994,0,17,5
napoli,1994,1,0,6
inter,1994,1,1,5
parma,1994,1,2,1
fiorentina,1994,1,3,9
milan,1994,1,4,3
lazio,1994,1,5,2
sampdoria,1994,1,6,7
brescia,1994,1,7,17
juventus,1994,1,8,0
roma,1994,1,9,4
foggia,1994,1,10,15
cremonese,1994,1,11,12
cagliari,1994,1,12,8
bari,1994,1,13,11
genoa,1994,1,14,13
padova,1994,1,15,14
torino,1994,1,16,10
reggiana,1994,1,17,16
sampdoria,1994,2,0,7
lazio,1994,2,1,2
parma,1994,2,2,1
juventus,1994,2,3,0
fiorentina,1994,2,4,9
foggia,1994,2,5,15
milan,1994,2,6,3
roma,1994,2,7,4
inter,1994,2,8,5
cremonese,1994,2,9,12
napoli,1994,2,10,6
brescia,1994,2,11,17
genoa,1994,2,12,13
cagliari,1994,2,13,8
bari,1994,2,14,11
padova,1994,2,15,14
torino,1994,2,16,10
reggiana,1994,2,17,16
parma,1994,3,0,1
juventus,1994,3,1,0
fiorentina,1994,3,2,9
sampdoria,1994,3,3,7
milan,1994,3,4,3
roma,1994,3,5,4
lazio,1994,3,6,2
foggia,1994,3,7,15
inter,1994,3,8,5
torino,1994,3,9,10
bari,1994,3,10,11
cremonese,1994,3,11,12
napoli,1994,3,12,6
brescia,1994,3,13,17
genoa,1994,3,14,13
cagliari,1994,3,15,8
padova,1994,3,16,14
reggiana,1994,3,17,16
juventus,1994,4,0,0
roma,1994,4,1,4
parma,1994,4,2,1
inter,1994,4,3,5
fiorentina,1994,4,4,9
sampdoria,1994,4,5,7
milan,1994,4,6,3
lazio,1994,4,7,2
cremonese,1994,4,8,12
torino,1994,4,9,10
bari,1994,4,10,11
foggia,1994,4,11,15
napoli,1994,4,12,6
cagliari,1994,4,13,8
genoa,1994,4,14,13
brescia,1994,4,15,17
padova,1994,4,16,14
reggiana,1994,4,17,16
roma,1994,5,0,4
parma,1994,5,1,1
juventus,1994,5,2,0
milan,1994,5,3,3
inter,1994,5,4,5
fiorentina,1994,5,5,9
foggia,1994,5,6,15
lazio,1994,5,7,2
sampdoria,1994,5,8,7
bari,1994,5,9,11
cremonese,1994,5,10,12
torino,1994,5,11,10
napoli,1994,5,12,6
genoa,1994,5,13,13
cagliari,1994,5,14,8
brescia,1994,5,15,17
padova,1994,5,16,14
reggiana,1994,5,17,16
roma,1994,6,0,4
parma,1994,6,1,1
foggia,1994,6,2,15
juventus,1994,6,3,0
lazio,1994,6,4,2
bari,1994,6,5,11
sampdoria,1994,6,6,7
milan,1994,6,7,3
fiorentina,1994,6,8,9
inter,1994,6,9,5
genoa,1994,6,10,13
cagliari,1994,6,11,8
torino,1994,6,12,10
cremonese,1994,6,13,12
napoli,1994,6,14,6
padova,1994,6,15,14
brescia,1994,6,16,17
reggiana,1994,6,17,16
parma,1994,7,0,1
roma,1994,7,1,4
juventus,1994,7,2,0
lazio,1994,7,3,2
fiorentina,1994,7,4,9
foggia,1994,7,5,15
milan,1994,7,6,3
sampdoria,1994,7,7,7
bari,1994,7,8,11
torino,1994,7,9,10
inter,1994,7,10,5
cagliari,1994,7,11,8
napoli,1994,7,12,6
genoa,1994,7,13,13
cremonese,1994,7,14,12
padova,1994,7,15,14
brescia,1994,7,16,17
reggiana,1994,7,17,16
parma,1994,8,0,1
juventus,1994,8,1,0
lazio,1994,8,2,2
fiorentina,1994,8,3,9
roma,1994,8,4,4
bari,1994,8,5,11
foggia,1994,8,6,15
sampdoria,1994,8,7,7
cagliari,1994,8,8,8
inter,1994,8,9,5
milan,1994,8,10,3
torino,1994,8,11,10
napoli,1994,8,12,6
genoa,1994,8,13,13
cremonese,1994,8,14,12
padova,1994,8,15,14
brescia,1994,8,16,17
reggiana,1994,8,17,16
juventus,1994,9,0,0
parma,1994,9,1,1
fiorentina,1994,9,2,9
lazio,1994,9,3,2
foggia,1994,9,4,15
roma,1994,9,5,4
bari,1994,9,6,11
inter,1994,9,7,5
sampdoria,1994,9,8,7
cagliari,1994,9,9,8
milan,1994,9,10,3
genoa,1994,9,11,13
torino,1994,9,12,10
napoli,1994,9,13,6
cremonese,1994,9,14,12
padova,1994,9,15,14
brescia,1994,9,16,17
reggiana,1994,9,17,16
juventus,1994,10,0,0
parma,1994,10,1,1
fiorentina,1994,10,2,9
lazio,1994,10,3,2
roma,1994,10,4,4
bari,1994,10,5,11
foggia,1994,10,6,15
cagliari,1994,10,7,8
inter,1994,10,8,5
milan,1994,10,9,3
sampdoria,1994,10,10,7
torino,1994,10,11,10
genoa,1994,10,12,13
napoli,1994,10,13,6
cremonese,1994,10,14,12
padova,1994,10,15,14
brescia,1994,10,16,17
reggiana,1994,10,17,16
juventus,1994,11,0,0
parma,1994,11,1,1
fiorentina,1994,11,2,9
lazio,1994,11,3,2
roma,1994,11,4,4
bari,1994,11,5,11
foggia,1994,11,6,15
cagliari,1994,11,7,8
milan,1994,11,8,3
torino,1994,11,9,10
inter,1994,11,10,5
sampdoria,1994,11,11,7
cremonese,1994,11,12,12
napoli,1994,11,13,6
genoa,1994,11,14,13
padova,1994,11,15,14
brescia,1994,11,16,17
reggiana,1994,11,17,16
juventus,1994,12,0,0
parma,1994,12,1,1
roma,1994,12,2,4
fiorentina,1994,12,3,9
lazio,1994,12,4,2
bari,1994,12,5,11
milan,1994,12,6,3
foggia,1994,12,7,15
inter,1994,12,8,5
sampdoria,1994,12,9,7
cagliari,1994,12,10,8
torino,1994,12,11,10
cremonese,1994,12,12,12
napoli,1994,12,13,6
genoa,1994,12,14,13
padova,1994,12,15,14
reggiana,1994,12,16,16
brescia,1994,12,17,17
juventus,1994,13,0,0
parma,1994,13,1,1
fiorentina,1994,13,2,9
roma,1994,13,3,4
lazio,1994,13,4,2
bari,1994,13,5,11
sampdoria,1994,13,6,7
milan,1994,13,7,3
cagliari,1994,13,8,8
inter,1994,13,9,5
foggia,1994,13,10,15
torino,1994,13,11,10
napoli,1994,13,12,6
cremonese,1994,13,13,12
genoa,1994,13,14,13
padova,1994,13,15,14
reggiana,1994,13,16,16
brescia,1994,13,17,17
juventus,1994,14,0,0
parma,1994,14,1,1
fiorentina,1994,14,2,9
lazio,1994,14,3,2
roma,1994,14,4,4
bari,1994,14,5,11
sampdoria,1994,14,6,7
torino,1994,14,7,10
milan,1994,14,8,3
foggia,1994,14,9,15
inter,1994,14,10,5
cagliari,1994,14,11,8
napoli,1994,14,12,6
cremonese,1994,14,13,12
genoa,1994,14,14,13
padova,1994,14,15,14
reggiana,1994,14,16,16
brescia,1994,14,17,17
juventus,1994,15,0,0
parma,1994,15,1,1
roma,1994,15,2,4
fiorentina,1994,15,3,9
lazio,1994,15,4,2
sampdoria,1994,15,5,7
bari,1994,15,6,11
milan,1994,15,7,3
foggia,1994,15,8,15
torino,1994,15,9,10
inter,1994,15,10,5
cagliari,1994,15,11,8
napoli,1994,15,12,6
cremonese,1994,15,13,12
padova,1994,15,14,14
genoa,1994,15,15,13
reggiana,1994,15,16,16
brescia,1994,15,17,17
juventus,1994,16,0,0
parma,1994,16,1,1
lazio,1994,16,2,2
fiorentina,1994,16,3,9
roma,1994,16,4,4
milan,1994,16,5,3
sampdoria,1994,16,6,7
bari,1994,16,7,11
inter,1994,16,8,5
foggia,1994,16,9,15
torino,1994,16,10,10
cagliari,1994,16,11,8
napoli,1994,16,12,6
cremonese,1994,16,13,12
genoa,1994,16,14,13
padova,1994,16,15,14
reggiana,1994,16,16,16
brescia,1994,16,17,17
juventus,1994,17,0,0
parma,1994,17,1,1
lazio,1994,17,2,2
milan,1994,17,3,3
roma,1994,17,4,4
fiorentina,1994,17,5,9
sampdoria,1994,17,6,7
foggia,1994,17,7,15
torino,1994,17,8,10
bari,1994,17,9,11
cagliari,1994,17,10,8
inter,1994,17,11,5
napoli,1994,17,12,6
cremonese,1994,17,13,12
genoa,1994,17,14,13
padova,1994,17,15,14
reggiana,1994,17,16,16
brescia,1994,17,17,17
juventus,1994,18,0,0
parma,1994,18,1,1
roma,1994,18,2,4
lazio,1994,18,3,2
milan,1994,18,4,3
sampdoria,1994,18,5,7
fiorentina,1994,18,6,9
bari,1994,18,7,11
cagliari,1994,18,8,8
foggia,1994,18,9,15
inter,1994,18,10,5
torino,1994,18,11,10
napoli,1994,18,12,6
cremonese,1994,18,13,12
genoa,1994,18,14,13
padova,1994,18,15,14
reggiana,1994,18,16,16
brescia,1994,18,17,17
juventus,1994,19,0,0
parma,1994,19,1,1
roma,1994,19,2,4
sampdoria,1994,19,3,7
lazio,1994,19,4,2
milan,1994,19,5,3
fiorentina,1994,19,6,9
cagliari,1994,19,7,8
torino,1994,19,8,10
bari,1994,19,9,11
napoli,1994,19,10,6
foggia,1994,19,11,15
inter,1994,19,12,5
cremonese,1994,19,13,12
genoa,1994,19,14,13
padova,1994,19,15,14
brescia,1994,19,16,17
reggiana,1994,19,17,16
juventus,1994,20,0,0
parma,1994,20,1,1
roma,1994,20,2,4
lazio,1994,20,3,2
sampdoria,1994,20,4,7
fiorentina,1994,20,5,9
milan,1994,20,6,3
bari,1994,20,7,11
cagliari,1994,20,8,8
inter,1994,20,9,5
torino,1994,20,10,10
foggia,1994,20,11,15
napoli,1994,20,12,6
genoa,1994,20,13,13
padova,1994,20,14,14
cremonese,1994,20,15,12
brescia,1994,20,16,17
reggiana,1994,20,17,16
juventus,1994,21,0,0
parma,1994,21,1,1
roma,1994,21,2,4
lazio,1994,21,3,2
milan,1994,21,4,3
cagliari,1994,21,5,8
fiorentina,1994,21,6,9
sampdoria,1994,21,7,7
torino,1994,21,8,10
bari,1994,21,9,11
inter,1994,21,10,5
napoli,1994,21,11,6
foggia,1994,21,12,15
padova,1994,21,13,14
genoa,1994,21,14,13
cremonese,1994,21,15,12
brescia,1994,21,16,17
reggiana,1994,21,17,16
juventus,1994,22,0,0
parma,1994,22,1,1
roma,1994,22,2,4
lazio,1994,22,3,2
milan,1994,22,4,3
sampdoria,1994,22,5,7
cagliari,1994,22,6,8
fiorentina,1994,22,7,9
bari,1994,22,8,11
inter,1994,22,9,5
torino,1994,22,10,10
napoli,1994,22,11,6
padova,1994,22,12,14
foggia,1994,22,13,15
genoa,1994,22,14,13
cremonese,1994,22,15,12
brescia,1994,22,16,17
reggiana,1994,22,17,16
juventus,1994,23,0,0
parma,1994,23,1,1
milan,1994,23,2,3
roma,1994,23,3,4
lazio,1994,23,4,2
sampdoria,1994,23,5,7
cagliari,1994,23,6,8
fiorentina,1994,23,7,9
inter,1994,23,8,5
torino,1994,23,9,10
napoli,1994,23,10,6
bari,1994,23,11,11
genoa,1994,23,12,13
padova,1994,23,13,14
foggia,1994,23,14,15
cremonese,1994,23,15,12
reggiana,1994,23,16,16
brescia,1994,23,17,17
juventus,1994,24,0,0
parma,1994,24,1,1
milan,1994,24,2,3
roma,1994,24,3,4
lazio,1994,24,4,2
fiorentina,1994,24,5,9
sampdoria,1994,24,6,7
cagliari,1994,24,7,8
inter,1994,24,8,5
torino,1994,24,9,10
napoli,1994,24,10,6
bari,1994,24,11,11
genoa,1994,24,12,13
padova,1994,24,13,14
foggia,1994,24,14,15
cremonese,1994,24,15,12
reggiana,1994,24,16,16
brescia,1994,24,17,17
juventus,1994,25,0,0
parma,1994,25,1,1
roma,1994,25,2,4
milan,1994,25,3,3
lazio,1994,25,4,2
fiorentina,1994,25,5,9
inter,1994,25,6,5
torino,1994,25,7,10
sampdoria,1994,25,8,7
cagliari,1994,25,9,8
napoli,1994,25,10,6
bari,1994,25,11,11
foggia,1994,25,12,15
genoa,1994,25,13,13
padova,1994,25,14,14
cremonese,1994,25,15,12
reggiana,1994,25,16,16
brescia,1994,25,17,17
juventus,1994,26,0,0
parma,1994,26,1,1
milan,1994,26,2,3
roma,1994,26,3,4
lazio,1994,26,4,2
inter,1994,26,5,5
fiorentina,1994,26,6,9
torino,1994,26,7,10
sampdoria,1994,26,8,7
cagliari,1994,26,9,8
napoli,1994,26,10,6
bari,1994,26,11,11
padova,1994,26,12,14
foggia,1994,26,13,15
genoa,1994,26,14,13
cremonese,1994,26,15,12
reggiana,1994,26,16,16
brescia,1994,26,17,17
juventus,1994,27,0,0
parma,1994,27,1,1
roma,1994,27,2,4
milan,1994,27,3,3
lazio,1994,27,4,2
inter,1994,27,5,5
fiorentina,1994,27,6,9
torino,1994,27,7,10
sampdoria,1994,27,8,7
cagliari,1994,27,9,8
napoli,1994,27,10,6
bari,1994,27,11,11
padova,1994,27,12,14
foggia,1994,27,13,15
genoa,1994,27,14,13
cremonese,1994,27,15,12
reggiana,1994,27,16,16
brescia,1994,27,17,17
juventus,1994,28,0,0
parma,1994,28,1,1
milan,1994,28,2,3
roma,1994,28,3,4
lazio,1994,28,4,2
inter,1994,28,5,5
fiorentina,1994,28,6,9
cagliari,1994,28,7,8
torino,1994,28,8,10
sampdoria,1994,28,9,7
napoli,1994,28,10,6
bari,1994,28,11,11
padova,1994,28,12,14
cremonese,1994,28,13,12
foggia,1994,28,14,15
genoa,1994,28,15,13
reggiana,1994,28,16,16
brescia,1994,28,17,17
juventus,1994,29,0,0
parma,1994,29,1,1
milan,1994,29,2,3
roma,1994,29,3,4
lazio,1994,29,4,2
inter,1994,29,5,5
fiorentina,1994,29,6,9
cagliari,1994,29,7,8
torino,1994,29,8,10
sampdoria,1994,29,9,7
napoli,1994,29,10,6
bari,1994,29,11,11
padova,1994,29,12,14
genoa,1994,29,13,13
cremonese,1994,29,14,12
foggia,1994,29,15,15
reggiana,1994,29,16,16
brescia,1994,29,17,17
juventus,1994,30,0,0
parma,1994,30,1,1
milan,1994,30,2,3
roma,1994,30,3,4
lazio,1994,30,4,2
inter,1994,30,5,5
cagliari,1994,30,6,8
fiorentina,1994,30,7,9
sampdoria,1994,30,8,7
torino,1994,30,9,10
bari,1994,30,10,11
napoli,1994,30,11,6
padova,1994,30,12,14
cremonese,1994,30,13,12
genoa,1994,30,14,13
foggia,1994,30,15,15
reggiana,1994,30,16,16
brescia,1994,30,17,17
juventus,1994,31,0,0
parma,1994,31,1,1
milan,1994,31,2,3
lazio,1994,31,3,2
roma,1994,31,4,4
inter,1994,31,5,5
sampdoria,1994,31,6,7
cagliari,1994,31,7,8
fiorentina,1994,31,8,9
torino,1994,31,9,10
napoli,1994,31,10,6
bari,1994,31,11,11
padova,1994,31,12,14
cremonese,1994,31,13,12
foggia,1994,31,14,15
genoa,1994,31,15,13
reggiana,1994,31,16,16
brescia,1994,31,17,17
juventus,1994,32,0,0
parma,1994,32,1,1
lazio,1994,32,2,2
milan,1994,32,3,3
roma,1994,32,4,4
cagliari,1994,32,5,8
inter,1994,32,6,5
fiorentina,1994,32,7,9
sampdoria,1994,32,8,7
napoli,1994,32,9,6
torino,1994,32,10,10
bari,1994,32,11,11
padova,1994,32,12,14
cremonese,1994,32,13,12
genoa,1994,32,14,13
foggia,1994,32,15,15
reggiana,1994,32,16,16
brescia,1994,32,17,17
juventus,1994,33,0,0
parma,1994,33,1,1
lazio,1994,33,2,2
milan,1994,33,3,3
roma,1994,33,4,4
cagliari,1994,33,5,8
inter,1994,33,6,5
napoli,1994,33,7,6
sampdoria,1994,33,8,7
fiorentina,1994,33,9,9
torino,1994,33,10,10
bari,1994,33,11,11
cremonese,1994,33,12,12
padova,1994,33,13,14
genoa,1994,33,14,13
foggia,1994,33,15,15
reggiana,1994,33,16,16
brescia,1994,33,17,17
juventus,1994,34,0,0
parma,1994,34,1,1
lazio,1994,34,2,2
milan,1994,34,3,3
roma,1994,34,4,4
inter,1994,34,5,5
napoli,1994,34,6,6
sampdoria,1994,34,7,7
cagliari,1994,34,8,8
fiorentina,1994,34,9,9
torino,1994,34,10,10
bari,1994,34,11,11
cremonese,1994,34,12,12
genoa,1994,34,13,13
padova,1994,34,14,14
foggia,1994,34,15,15
reggiana,1994,34,16,16
brescia,1994,34,17,17
cremonese,1995,0,0,16
atalanta,1995,0,1,12
bari,1995,0,2,14
napoli,1995,0,3,11
fiorentina,1995,0,4,3
torino,1995,0,5,15
inter,1995,0,6,6
vicenza,1995,0,7,8
juventus,1995,0,8,1
parma,1995,0,9,5
lazio,1995,0,10,2
piacenza,1995,0,11,13
padova,1995,0,12,17
milan,1995,0,13,0
sampdoria,1995,0,14,7
roma,1995,0,15,4
udinese,1995,0,16,10
cagliari,1995,0,17,9
udinese,1995,1,0,10
fiorentina,1995,1,1,3
inter,1995,1,2,6
juventus,1995,1,3,1
lazio,1995,1,4,2
milan,1995,1,5,0
bari,1995,1,6,14
napoli,1995,1,7,11
atalanta,1995,1,8,12
sampdoria,1995,1,9,7
roma,1995,1,10,4
parma,1995,1,11,5
padova,1995,1,12,17
torino,1995,1,13,15
cagliari,1995,1,14,9
vicenza,1995,1,15,8
piacenza,1995,1,16,13
cremonese,1995,1,17,16
juventus,1995,2,0,1
milan,1995,2,1,0
lazio,1995,2,2,2
atalanta,1995,2,3,12
parma,1995,2,4,5
napoli,1995,2,5,11
inter,1995,2,6,6
vicenza,1995,2,7,8
torino,1995,2,8,15
udinese,1995,2,9,10
fiorentina,1995,2,10,3
sampdoria,1995,2,11,7
roma,1995,2,12,4
bari,1995,2,13,14
cremonese,1995,2,14,16
padova,1995,2,15,17
piacenza,1995,2,16,13
cagliari,1995,2,17,9
juventus,1995,3,0,1
milan,1995,3,1,0
napoli,1995,3,2,11
lazio,1995,3,3,2
udinese,1995,3,4,10
fiorentina,1995,3,5,3
sampdoria,1995,3,6,7
torino,1995,3,7,15
parma,1995,3,8,5
inter,1995,3,9,6
atalanta,1995,3,10,12
vicenza,1995,3,11,8
bari,1995,3,12,14
cremonese,1995,3,13,16
piacenza,1995,3,14,13
roma,1995,3,15,4
padova,1995,3,16,17
cagliari,1995,3,17,9
milan,1995,4,0,0
juventus,1995,4,1,1
napoli,1995,4,2,11
lazio,1995,4,3,2
udinese,1995,4,4,10
parma,1995,4,5,5
vicenza,1995,4,6,8
fiorentina,1995,4,7,3
sampdoria,1995,4,8,7
torino,1995,4,9,15
inter,1995,4,10,6
piacenza,1995,4,11,13
atalanta,1995,4,12,12
roma,1995,4,13,4
bari,1995,4,14,14
cagliari,1995,4,15,9
padova,1995,4,16,17
cremonese,1995,4,17,16
milan,1995,5,0,0
juventus,1995,5,1,1
napoli,1995,5,2,11
parma,1995,5,3,5
fiorentina,1995,5,4,3
lazio,1995,5,5,2
udinese,1995,5,6,10
atalanta,1995,5,7,12
inter,1995,5,8,6
vicenza,1995,5,9,8
sampdoria,1995,5,10,7
torino,1995,5,11,15
bari,1995,5,12,14
roma,1995,5,13,4
cagliari,1995,5,14,9
piacenza,1995,5,15,13
padova,1995,5,16,17
cremonese,1995,5,17,16
milan,1995,6,0,0
parma,1995,6,1,5
fiorentina,1995,6,2,3
lazio,1995,6,3,2
napoli,1995,6,4,11
juventus,1995,6,5,1
vicenza,1995,6,6,8
atalanta,1995,6,7,12
udinese,1995,6,8,10
inter,1995,6,9,6
cagliari,1995,6,10,9
piacenza,1995,6,11,13
torino,1995,6,12,15
sampdoria,1995,6,13,7
roma,1995,6,14,4
bari,1995,6,15,14
padova,1995,6,16,17
cremonese,1995,6,17,16
milan,1995,7,0,0
napoli,1995,7,1,11
juventus,1995,7,2,1
parma,1995,7,3,5
lazio,1995,7,4,2
fiorentina,1995,7,5,3
vicenza,1995,7,6,8
udinese,1995,7,7,10
atalanta,1995,7,8,12
inter,1995,7,9,6
sampdoria,1995,7,10,7
bari,1995,7,11,14
roma,1995,7,12,4
cagliari,1995,7,13,9
piacenza,1995,7,14,13
torino,1995,7,15,15
cremonese,1995,7,16,16
padova,1995,7,17,17
milan,1995,8,0,0
parma,1995,8,1,5
lazio,1995,8,2,2
fiorentina,1995,8,3,3
napoli,1995,8,4,11
juventus,1995,8,5,1
udinese,1995,8,6,10
vicenza,1995,8,7,8
inter,1995,8,8,6
atalanta,1995,8,9,12
sampdoria,1995,8,10,7
roma,1995,8,11,4
torino,1995,8,12,15
bari,1995,8,13,14
cagliari,1995,8,14,9
piacenza,1995,8,15,13
cremonese,1995,8,16,16
padova,1995,8,17,17
milan,1995,9,0,0
parma,1995,9,1,5
fiorentina,1995,9,2,3
napoli,1995,9,3,11
lazio,1995,9,4,2
udinese,1995,9,5,10
juventus,1995,9,6,1
atalanta,1995,9,7,12
roma,1995,9,8,4
vicenza,1995,9,9,8
inter,1995,9,10,6
sampdoria,1995,9,11,7
torino,1995,9,12,15
piacenza,1995,9,13,13
bari,1995,9,14,14
cagliari,1995,9,15,9
cremonese,1995,9,16,16
padova,1995,9,17,17
milan,1995,10,0,0
parma,1995,10,1,5
lazio,1995,10,2,2
fiorentina,1995,10,3,3
napoli,1995,10,4,11
juventus,1995,10,5,1
atalanta,1995,10,6,12
udinese,1995,10,7,10
inter,1995,10,8,6
roma,1995,10,9,4
vicenza,1995,10,10,8
piacenza,1995,10,11,13
sampdoria,1995,10,12,7
cagliari,1995,10,13,9
torino,1995,10,14,15
bari,1995,10,15,14
padova,1995,10,16,17
cremonese,1995,10,17,16
milan,1995,11,0,0
parma,1995,11,1,5
lazio,1995,11,2,2
fiorentina,1995,11,3,3
atalanta,1995,11,4,12
juventus,1995,11,5,1
napoli,1995,11,6,11
roma,1995,11,7,4
vicenza,1995,11,8,8
inter,1995,11,9,6
udinese,1995,11,10,10
sampdoria,1995,11,11,7
cagliari,1995,11,12,9
piacenza,1995,11,13,13
torino,1995,11,14,15
bari,1995,11,15,14
cremonese,1995,11,16,16
padova,1995,11,17,17
milan,1995,12,0,0
parma,1995,12,1,5
atalanta,1995,12,2,12
fiorentina,1995,12,3,3
juventus,1995,12,4,1
lazio,1995,12,5,2
napoli,1995,12,6,11
inter,1995,12,7,6
roma,1995,12,8,4
sampdoria,1995,12,9,7
udinese,1995,12,10,10
vicenza,1995,12,11,8
cagliari,1995,12,12,9
piacenza,1995,12,13,13
torino,1995,12,14,15
bari,1995,12,15,14
cremonese,1995,12,16,16
padova,1995,12,17,17
milan,1995,13,0,0
parma,1995,13,1,5
fiorentina,1995,13,2,3
atalanta,1995,13,3,12
juventus,1995,13,4,1
sampdoria,1995,13,5,7
napoli,1995,13,6,11
lazio,1995,13,7,2
roma,1995,13,8,4
inter,1995,13,9,6
cagliari,1995,13,10,9
vicenza,1995,13,11,8
udinese,1995,13,12,10
torino,1995,13,13,15
piacenza,1995,13,14,13
cremonese,1995,13,15,16
padova,1995,13,16,17
bari,1995,13,17,14
milan,1995,14,0,0
fiorentina,1995,14,1,3
parma,1995,14,2,5
juventus,1995,14,3,1
atalanta,1995,14,4,12
lazio,1995,14,5,2
roma,1995,14,6,4
cagliari,1995,14,7,9
sampdoria,1995,14,8,7
napoli,1995,14,9,11
udinese,1995,14,10,10
inter,1995,14,11,6
vicenza,1995,14,12,8
piacenza,1995,14,13,13
torino,1995,14,14,15
cremonese,1995,14,15,16
bari,1995,14,16,14
padova,1995,14,17,17
milan,1995,15,0,0
fiorentina,1995,15,1,3
parma,1995,15,2,5
lazio,1995,15,3,2
roma,1995,15,4,4
juventus,1995,15,5,1
atalanta,1995,15,6,12
sampdoria,1995,15,7,7
inter,1995,15,8,6
cagliari,1995,15,9,9
vicenza,1995,15,10,8
napoli,1995,15,11,11
udinese,1995,15,12,10
piacenza,1995,15,13,13
torino,1995,15,14,15
bari,1995,15,15,14
cremonese,1995,15,16,16
padova,1995,15,17,17
milan,1995,16,0,0
fiorentina,1995,16,1,3
parma,1995,16,2,5
juventus,1995,16,3,1
roma,1995,16,4,4
lazio,1995,16,5,2
napoli,1995,16,6,11
vicenza,1995,16,7,8
udinese,1995,16,8,10
atalanta,1995,16,9,12
inter,1995,16,10,6
sampdoria,1995,16,11,7
cagliari,1995,16,12,9
torino,1995,16,13,15
piacenza,1995,16,14,13
bari,1995,16,15,14
padova,1995,16,16,17
cremonese,1995,16,17,16
milan,1995,17,0,0
fiorentina,1995,17,1,3
parma,1995,17,2,5
juventus,1995,17,3,1
lazio,1995,17,4,2
roma,1995,17,5,4
udinese,1995,17,6,10
inter,1995,17,7,6
vicenza,1995,17,8,8
napoli,1995,17,9,11
atalanta,1995,17,10,12
sampdoria,1995,17,11,7
cagliari,1995,17,12,9
torino,1995,17,13,15
piacenza,1995,17,14,13
bari,1995,17,15,14
padova,1995,17,16,17
cremonese,1995,17,17,16
milan,1995,18,0,0
fiorentina,1995,18,1,3
