team,year,day,position,last
venezia,1998,3,13,9
empoli,1998,3,14,17
vicenza,1998,3,15,16
bologna,1998,3,16,8
salernitana,1998,3,17,14
fiorentina,1998,4,0,2
inter,1998,4,1,7
milan,1998,4,2,0
juventus,1998,4,3,5
roma,1998,4,4,4
udinese,1998,4,5,6
parma,1998,4,6,3
lazio,1998,4,7,1
bari,1998,4,8,10
sampdoria,1998,4,9,15
cagliari,1998,4,10,12
piacenza,1998,4,11,11
vicenza,1998,4,12,16
empoli,1998,4,13,17
perugia,1998,4,14,13
bologna,1998,4,15,8
salernitana,1998,4,16,14
venezia,1998,4,17,9
fiorentina,1998,5,0,2
juventus,1998,5,1,5
inter,1998,5,2,7
roma,1998,5,3,4
parma,1998,5,4,3
milan,1998,5,5,0
lazio,1998,5,6,1
udinese,1998,5,7,6
cagliari,1998,5,8,12
piacenza,1998,5,9,11
bari,1998,5,10,10
perugia,1998,5,11,13
sampdoria,1998,5,12,15
vicenza,1998,5,13,16
bologna,1998,5,14,8
empoli,1998,5,15,17
venezia,1998,5,16,9
salernitana,1998,5,17,14
fiorentina,1998,6,0,2
juventus,1998,6,1,5
milan,1998,6,2,0
lazio,1998,6,3,1
roma,1998,6,4,4
inter,1998,6,5,7
udinese,1998,6,6,6
parma,1998,6,7,3
cagliari,1998,6,8,12
sampdoria,1998,6,9,15
perugia,1998,6,10,13
piacenza,1998,6,11,11
bari,1998,6,12,10
bologna,1998,6,13,8
vicenza,1998,6,14,16
empoli,1998,6,15,17
venezia,1998,6,16,9
salernitana,1998,6,17,14
juventus,1998,7,0,5
fiorentina,1998,7,1,2
milan,1998,7,2,0
roma,1998,7,3,4
parma,1998,7,4,3
bari,1998,7,5,10
lazio,1998,7,6,1
inter,1998,7,7,7
vicenza,1998,7,8,16
udinese,1998,7,9,6
bologna,1998,7,10,8
cagliari,1998,7,11,12
piacenza,1998,7,12,11
sampdoria,1998,7,13,15
perugia,1998,7,14,13
empoli,1998,7,15,17
salernitana,1998,7,16,14
venezia,1998,7,17,9
fiorentina,1998,8,0,2
juventus,1998,8,1,5
milan,1998,8,2,0
roma,1998,8,3,4
parma,1998,8,4,3
lazio,1998,8,5,1
cagliari,1998,8,6,12
sampdoria,1998,8,7,15
perugia,1998,8,8,13
inter,1998,8,9,7
bari,1998,8,10,10
udinese,1998,8,11,6
bologna,1998,8,12,8
vicenza,1998,8,13,16
piacenza,1998,8,14,11
empoli,1998,8,15,17
salernitana,1998,8,16,14
venezia,1998,8,17,9
fiorentina,1998,9,0,2
roma,1998,9,1,4
juventus,1998,9,2,5
parma,1998,9,3,3
milan,1998,9,4,0
inter,1998,9,5,7
lazio,1998,9,6,1
bologna,1998,9,7,8
bari,1998,9,8,10
cagliari,1998,9,9,12
perugia,1998,9,10,13
piacenza,1998,9,11,11
sampdoria,1998,9,12,15
udinese,1998,9,13,6
empoli,1998,9,14,17
vicenza,1998,9,15,16
salernitana,1998,9,16,14
venezia,1998,9,17,9
fiorentina,1998,10,0,2
milan,1998,10,1,0
roma,1998,10,2,4
juventus,1998,10,3,5
parma,1998,10,4,3
bologna,1998,10,5,8
inter,1998,10,6,7
cagliari,1998,10,7,12
udinese,1998,10,8,6
lazio,1998,10,9,1
bari,1998,10,10,10
perugia,1998,10,11,13
sampdoria,1998,10,12,15
piacenza,1998,10,13,11
empoli,1998,10,14,17
salernitana,1998,10,15,14
vicenza,1998,10,16,16
venezia,1998,10,17,9
fiorentina,1998,11,0,2
parma,1998,11,1,3
roma,1998,11,2,4
milan,1998,11,3,0
juventus,1998,11,4,5
bologna,1998,11,5,8
inter,1998,11,6,7
udinese,1998,11,7,6
perugia,1998,11,8,13
lazio,1998,11,9,1
bari,1998,11,10,10
cagliari,1998,11,11,12
sampdoria,1998,11,12,15
empoli,1998,11,13,17
piacenza,1998,11,14,11
salernitana,1998,11,15,14
vicenza,1998,11,16,16
venezia,1998,11,17,9
fiorentina,1998,12,0,2
parma,1998,12,1,3
roma,1998,12,2,4
milan,1998,12,3,0
juventus,1998,12,4,5
inter,1998,12,5,7
lazio,1998,12,6,1
bologna,1998,12,7,8
udinese,1998,12,8,6
bari,1998,12,9,10
perugia,1998,12,10,13
empoli,1998,12,11,17
cagliari,1998,12,12,12
sampdoria,1998,12,13,15
piacenza,1998,12,14,11
salernitana,1998,12,15,14
vicenza,1998,12,16,16
venezia,1998,12,17,9
fiorentina,1998,13,0,2
milan,1998,13,1,0
parma,1998,13,2,3
roma,1998,13,3,4
inter,1998,13,4,7
lazio,1998,13,5,1
bari,1998,13,6,10
bologna,1998,13,7,8
juventus,1998,13,8,5
perugia,1998,13,9,13
udinese,1998,13,10,6
empoli,1998,13,11,17
cagliari,1998,13,12,12
piacenza,1998,13,13,11
sampdoria,1998,13,14,15
salernitana,1998,13,15,14
vicenza,1998,13,16,16
venezia,1998,13,17,9
fiorentina,1998,14,0,2
parma,1998,14,1,3
milan,1998,14,2,0
inter,1998,14,3,7
lazio,1998,14,4,1
roma,1998,14,5,4
bologna,1998,14,6,8
juventus,1998,14,7,5
perugia,1998,14,8,13
bari,1998,14,9,10
udinese,1998,14,10,6
piacenza,1998,14,11,11
cagliari,1998,14,12,12
sampdoria,1998,14,13,15
empoli,1998,14,14,17
salernitana,1998,14,15,14
vicenza,1998,14,16,16
venezia,1998,14,17,9
fiorentina,1998,15,0,2
parma,1998,15,1,3
milan,1998,15,2,0
lazio,1998,15,3,1
inter,1998,15,4,7
roma,1998,15,5,4
juventus,1998,15,6,5
bologna,1998,15,7,8
bari,1998,15,8,10
udinese,1998,15,9,6
perugia,1998,15,10,13
cagliari,1998,15,11,12
piacenza,1998,15,12,11
empoli,1998,15,13,17
sampdoria,1998,15,14,15
vicenza,1998,15,15,16
salernitana,1998,15,16,14
venezia,1998,15,17,9
parma,1998,16,0,3
fiorentina,1998,16,1,2
lazio,1998,16,2,1
inter,1998,16,3,7
milan,1998,16,4,0
roma,1998,16,5,4
juventus,1998,16,6,5
bari,1998,16,7,10
udinese,1998,16,8,6
bologna,1998,16,9,8
cagliari,1998,16,10,12
perugia,1998,16,11,13
piacenza,1998,16,12,11
empoli,1998,16,13,17
vicenza,1998,16,14,16
sampdoria,1998,16,15,15
salernitana,1998,16,16,14
venezia,1998,16,17,9
fiorentina,1998,17,0,2
lazio,1998,17,1,1
parma,1998,17,2,3
milan,1998,17,3,0
inter,1998,17,4,7
roma,1998,17,5,4
bari,1998,17,6,10
bologna,1998,17,7,8
juventus,1998,17,8,5
udinese,1998,17,9,6
cagliari,1998,17,10,12
perugia,1998,17,11,13
piacenza,1998,17,12,11
empoli,1998,17,13,17
venezia,1998,17,14,9
vicenza,1998,17,15,16
sampdoria,1998,17,16,15
salernitana,1998,17,17,14
fiorentina,1998,18,0,2
lazio,1998,18,1,1
parma,1998,18,2,3
milan,1998,18,3,0
inter,1998,18,4,7
roma,1998,18,5,4
juventus,1998,18,6,5
bari,1998,18,7,10
bologna,1998,18,8,8
udinese,1998,18,9,6
cagliari,1998,18,10,12
perugia,1998,18,11,13
venezia,1998,18,12,9
piacenza,1998,18,13,11
empoli,1998,18,14,17
vicenza,1998,18,15,16
sampdoria,1998,18,16,15
salernitana,1998,18,17,14
fiorentina,1998,19,0,2
lazio,1998,19,1,1
milan,1998,19,2,0
parma,1998,19,3,3
inter,1998,19,4,7
roma,1998,19,5,4
juventus,1998,19,6,5
udinese,1998,19,7,6
bari,1998,19,8,10
bologna,1998,19,9,8
cagliari,1998,19,10,12
perugia,1998,19,11,13
venezia,1998,19,12,9
piacenza,1998,19,13,11
empoli,1998,19,14,17
vicenza,1998,19,15,16
sampdoria,1998,19,16,15
salernitana,1998,19,17,14
fiorentina,1998,20,0,2
lazio,1998,20,1,1
parma,1998,20,2,3
milan,1998,20,3,0
inter,1998,20,4,7
udinese,1998,20,5,6
roma,1998,20,6,4
bologna,1998,20,7,8
juventus,1998,20,8,5
bari,1998,20,9,10
cagliari,1998,20,10,12
perugia,1998,20,11,13
venezia,1998,20,12,9
piacenza,1998,20,13,11
vicenza,1998,20,14,16
sampdoria,1998,20,15,15
empoli,1998,20,16,17
salernitana,1998,20,17,14
lazio,1998,21,0,1
fiorentina,1998,21,1,2
milan,1998,21,2,0
parma,1998,21,3,3
inter,1998,21,4,7
udinese,1998,21,5,6
roma,1998,21,6,4
juventus,1998,21,7,5
bologna,1998,21,8,8
bari,1998,21,9,10
perugia,1998,21,10,13
cagliari,1998,21,11,12
venezia,1998,21,12,9
vicenza,1998,21,13,16
salernitana,1998,21,14,14
piacenza,1998,21,15,11
sampdoria,1998,21,16,15
empoli,1998,21,17,17
lazio,1998,22,0,1
fiorentina,1998,22,1,2
milan,1998,22,2,0
parma,1998,22,3,3
udinese,1998,22,4,6
inter,1998,22,5,7
juventus,1998,22,6,5
roma,1998,22,7,4
bologna,1998,22,8,8
bari,1998,22,9,10
venezia,1998,22,10,9
perugia,1998,22,11,13
cagliari,1998,22,12,12
vicenza,1998,22,13,16
sampdoria,1998,22,14,15
salernitana,1998,22,15,14
piacenza,1998,22,16,11
empoli,1998,22,17,17
lazio,1998,23,0,1
parma,1998,23,1,3
fiorentina,1998,23,2,2
milan,1998,23,3,0
udinese,1998,23,4,6
inter,1998,23,5,7
roma,1998,23,6,4
juventus,1998,23,7,5
bologna,1998,23,8,8
venezia,1998,23,9,9
bari,1998,23,10,10
cagliari,1998,23,11,12
perugia,1998,23,12,13
sampdoria,1998,23,13,15
piacenza,1998,23,14,11
vicenza,1998,23,15,16
salernitana,1998,23,16,14
empoli,1998,23,17,17
lazio,1998,24,0,1
fiorentina,1998,24,1,2
milan,1998,24,2,0
parma,1998,24,3,3
udinese,1998,24,4,6
juventus,1998,24,5,5
inter,1998,24,6,7
roma,1998,24,7,4
bologna,1998,24,8,8
bari,1998,24,9,10
cagliari,1998,24,10,12
venezia,1998,24,11,9
perugia,1998,24,12,13
sampdoria,1998,24,13,15
piacenza,1998,24,14,11
vicenza,1998,24,15,16
salernitana,1998,24,16,14
empoli,1998,24,17,17
lazio,1998,25,0,1
parma,1998,25,1,3
fiorentina,1998,25,2,2
milan,1998,25,3,0
juventus,1998,25,4,5
udinese,1998,25,5,6
roma,1998,25,6,4
inter,1998,25,7,7
bologna,1998,25,8,8
venezia,1998,25,9,9
bari,1998,25,10,10
cagliari,1998,25,11,12
perugia,1998,25,12,13
piacenza,1998,25,13,11
vicenza,1998,25,14,16
salernitana,1998,25,15,14
sampdoria,1998,25,16,15
empoli,1998,25,17,17
lazio,1998,26,0,1
fiorentina,1998,26,1,2
milan,1998,26,2,0
parma,1998,26,3,3
udinese,1998,26,4,6
juventus,1998,26,5,5
roma,1998,26,6,4
bologna,1998,26,7,8
inter,1998,26,8,7
cagliari,1998,26,9,12
bari,1998,26,10,10
venezia,1998,26,11,9
perugia,1998,26,12,13
sampdoria,1998,26,13,15
piacenza,1998,26,14,11
vicenza,1998,26,15,16
salernitana,1998,26,16,14
empoli,1998,26,17,17
lazio,1998,27,0,1
fiorentina,1998,27,1,2
milan,1998,27,2,0
parma,1998,27,3,3
roma,1998,27,4,4
udinese,1998,27,5,6
juventus,1998,27,6,5
bologna,1998,27,7,8
inter,1998,27,8,7
cagliari,1998,27,9,12
perugia,1998,27,10,13
venezia,1998,27,11,9
bari,1998,27,12,10
piacenza,1998,27,13,11
vicenza,1998,27,14,16
sampdoria,1998,27,15,15
salernitana,1998,27,16,14
empoli,1998,27,17,17
lazio,1998,28,0,1
milan,1998,28,1,0
fiorentina,1998,28,2,2
parma,1998,28,3,3
roma,1998,28,4,4
udinese,1998,28,5,6
juventus,1998,28,6,5
bologna,1998,28,7,8
inter,1998,28,8,7
cagliari,1998,28,9,12
bari,1998,28,10,10
venezia,1998,28,11,9
perugia,1998,28,12,13
piacenza,1998,28,13,11
vicenza,1998,28,14,16
sampdoria,1998,28,15,15
salernitana,1998,28,16,14
empoli,1998,28,17,17
lazio,1998,29,0,1
milan,1998,29,1,0
fiorentina,1998,29,2,2
parma,1998,29,3,3
roma,1998,29,4,4
juventus,1998,29,5,5
udinese,1998,29,6,6
bologna,1998,29,7,8
inter,1998,29,8,7
perugia,1998,29,9,13
venezia,1998,29,10,9
piacenza,1998,29,11,11
cagliari,1998,29,12,12
bari,1998,29,13,10
vicenza,1998,29,14,16
sampdoria,1998,29,15,15
salernitana,1998,29,16,14
empoli,1998,29,17,17
lazio,1998,30,0,1
milan,1998,30,1,0
fiorentina,1998,30,2,2
parma,1998,30,3,3
roma,1998,30,4,4
juventus,1998,30,5,5
udinese,1998,30,6,6
bologna,1998,30,7,8
inter,1998,30,8,7
venezia,1998,30,9,9
bari,1998,30,10,10
perugia,1998,30,11,13
piacenza,1998,30,12,11
cagliari,1998,30,13,12
salernitana,1998,30,14,14
vicenza,1998,30,15,16
sampdoria,1998,30,16,15
empoli,1998,30,17,17
lazio,1998,31,0,1
milan,1998,31,1,0
fiorentina,1998,31,2,2
parma,1998,31,3,3
roma,1998,31,4,4
juventus,1998,31,5,5
udinese,1998,31,6,6
bologna,1998,31,7,8
inter,1998,31,8,7
bari,1998,31,9,10
venezia,1998,31,10,9
cagliari,1998,31,11,12
perugia,1998,31,12,13
salernitana,1998,31,13,14
piacenza,1998,31,14,11
vicenza,1998,31,15,16
sampdoria,1998,31,16,15
empoli,1998,31,17,17
lazio,1998,32,0,1
milan,1998,32,1,0
parma,1998,32,2,3
fiorentina,1998,32,3,2
udinese,1998,32,4,6
roma,1998,32,5,4
juventus,1998,32,6,5
bologna,1998,32,7,8
inter,1998,32,8,7
bari,1998,32,9,10
cagliari,1998,32,10,12
venezia,1998,32,11,9
piacenza,1998,32,12,11
perugia,1998,32,13,13
salernitana,1998,32,14,14
vicenza,1998,32,15,16
sampdoria,1998,32,16,15
empoli,1998,32,17,17
milan,1998,33,0,0
lazio,1998,33,1,1
parma,1998,33,2,3
fiorentina,1998,33,3,2
roma,1998,33,4,4
juventus,1998,33,5,5
udinese,1998,33,6,6
bologna,1998,33,7,8
inter,1998,33,8,7
venezia,1998,33,9,9
bari,1998,33,10,10
piacenza,1998,33,11,11
cagliari,1998,33,12,12
perugia,1998,33,13,13
salernitana,1998,33,14,14
sampdoria,1998,33,15,15
vicenza,1998,33,16,16
empoli,1998,33,17,17
milan,1998,34,0,0
lazio,1998,34,1,1
fiorentina,1998,34,2,2
parma,1998,34,3,3
roma,1998,34,4,4
juventus,1998,34,5,5
udinese,1998,34,6,6
inter,1998,34,7,7
bologna,1998,34,8,8
venezia,1998,34,9,9
bari,1998,34,10,10
piacenza,1998,34,11,11
cagliari,1998,34,12,12
perugia,1998,34,13,13
salernitana,1998,34,14,14
sampdoria,1998,34,15,15
vicenza,1998,34,16,16
empoli,1998,34,17,17
milan,1999,0,0,2
bologna,1999,0,1,11
fiorentina,1999,0,2,6
bari,1999,0,3,13
inter,1999,0,4,3
verona,1999,0,5,8
juventus,1999,0,6,1
reggina,1999,0,7,10
lecce,1999,0,8,12
torino,1999,0,9,14
perugia,1999,0,10,9
parma,1999,0,11,4
piacenza,1999,0,12,17
roma,1999,0,13,5
venezia,1999,0,14,15
udinese,1999,0,15,7
lazio,1999,0,16,0
cagliari,1999,0,17,16
fiorentina,1999,1,0,6
lazio,1999,1,1,0
inter,1999,1,2,3
milan,1999,1,3,2
bologna,1999,1,4,11
udinese,1999,1,5,7
juventus,1999,1,6,1
reggina,1999,1,7,10
lecce,1999,1,8,12
torino,1999,1,9,14
perugia,1999,1,10,9
parma,1999,1,11,4
piacenza,1999,1,12,17
roma,1999,1,13,5
venezia,1999,1,14,15
verona,1999,1,15,8
bari,1999,1,16,13
cagliari,1999,1,17,16
milan,1999,2,0,2
fiorentina,1999,2,1,6
lazio,1999,2,2,0
inter,1999,2,3,3
juventus,1999,2,4,1
udinese,1999,2,5,7
torino,1999,2,6,14
verona,1999,2,7,8
bologna,1999,2,8,11
reggina,1999,2,9,10
roma,1999,2,10,5
parma,1999,2,11,4
piacenza,1999,2,12,17
perugia,1999,2,13,9
venezia,1999,2,14,15
lecce,1999,2,15,12
bari,1999,2,16,13
cagliari,1999,2,17,16
inter,1999,3,0,3
lazio,1999,3,1,0
juventus,1999,3,2,1
fiorentina,1999,3,3,6
reggina,1999,3,4,10
milan,1999,3,5,2
roma,1999,3,6,5
perugia,1999,3,7,9
torino,1999,3,8,14
udinese,1999,3,9,7
verona,1999,3,10,8
parma,1999,3,11,4
piacenza,1999,3,12,17
lecce,1999,3,13,12
bologna,1999,3,14,11
bari,1999,3,15,13
venezia,1999,3,16,15
cagliari,1999,3,17,16
lazio,1999,4,0,0
inter,1999,4,1,3
roma,1999,4,2,5
milan,1999,4,3,2
fiorentina,1999,4,4,6
reggina,1999,4,5,10
juventus,1999,4,6,1
lecce,1999,4,7,12
bari,1999,4,8,13
udinese,1999,4,9,7
torino,1999,4,10,14
perugia,1999,4,11,9
verona,1999,4,12,8
bologna,1999,4,13,11
venezia,1999,4,14,15
parma,1999,4,15,4
piacenza,1999,4,16,17
cagliari,1999,4,17,16
inter,1999,5,0,3
lazio,1999,5,1,0
roma,1999,5,2,5
juventus,1999,5,3,1
milan,1999,5,4,2
fiorentina,1999,5,5,6
reggina,1999,5,6,10
perugia,1999,5,7,9
bari,1999,5,8,13
udinese,1999,5,9,7
bologna,1999,5,10,11
parma,1999,5,11,4
torino,1999,5,12,14
lecce,1999,5,13,12
verona,1999,5,14,8
piacenza,1999,5,15,17
venezia,1999,5,16,15
cagliari,1999,5,17,16
lazio,1999,6,0,0
inter,1999,6,1,3
juventus,1999,6,2,1
roma,1999,6,3,5
milan,1999,6,4,2
fiorentina,1999,6,5,6
torino,1999,6,6,14
parma,1999,6,7,4
lecce,1999,6,8,12
reggina,1999,6,9,10
perugia,1999,6,10,9
verona,1999,6,11,8
bari,1999,6,12,13
bologna,1999,6,13,11
udinese,1999,6,14,7
venezia,1999,6,15,15
piacenza,1999,6,16,17
cagliari,1999,6,17,16
lazio,1999,7,0,0
juventus,1999,7,1,1
milan,1999,7,2,2
inter,1999,7,3,3
roma,1999,7,4,5
perugia,1999,7,5,9
reggina,1999,7,6,10
udinese,1999,7,7,7
parma,1999,7,8,4
torino,1999,7,9,14
fiorentina,1999,7,10,6
lecce,1999,7,11,12
bari,1999,7,12,13
bologna,1999,7,13,11
verona,1999,7,14,8
piacenza,1999,7,15,17
venezia,1999,7,16,15
cagliari,1999,7,17,16
lazio,1999,8,0,0
juventus,1999,8,1,1
milan,1999,8,2,2
inter,1999,8,3,3
roma,1999,8,4,5
perugia,1999,8,5,9
udinese,1999,8,6,7
parma,1999,8,7,4
bologna,1999,8,8,11
torino,1999,8,9,14
reggina,1999,8,10,10
fiorentina,1999,8,11,6
verona,1999,8,12,8
lecce,1999,8,13,12
bari,1999,8,14,13
piacenza,1999,8,15,17
venezia,1999,8,16,15
cagliari,1999,8,17,16
lazio,1999,9,0,0
juventus,1999,9,1,1
milan,1999,9,2,2
roma,1999,9,3,5
parma,1999,9,4,4
inter,1999,9,5,3
bologna,1999,9,6,11
perugia,1999,9,7,9
udinese,1999,9,8,7
lecce,1999,9,9,12
torino,1999,9,10,14
fiorentina,1999,9,11,6
bari,1999,9,12,13
reggina,1999,9,13,10
verona,1999,9,14,8
piacenza,1999,9,15,17
venezia,1999,9,16,15
cagliari,1999,9,17,16
lazio,1999,10,0,0
juventus,1999,10,1,1
roma,1999,10,2,5
parma,1999,10,3,4
milan,1999,10,4,2
inter,1999,10,5,3
udinese,1999,10,6,7
torino,1999,10,7,14
fiorentina,1999,10,8,6
bologna,1999,10,9,11
perugia,1999,10,10,9
lecce,1999,10,11,12
bari,1999,10,12,13
reggina,1999,10,13,10
verona,1999,10,14,8
piacenza,1999,10,15,17
venezia,1999,10,16,15
cagliari,1999,10,17,16
lazio,1999,11,0,0
juventus,1999,11,1,1
roma,1999,11,2,5
milan,1999,11,3,2
inter,1999,11,4,3
parma,1999,11,5,4
perugia,1999,11,6,9
udinese,1999,11,7,7
fiorentina,1999,11,8,6
torino,1999,11,9,14
bari,1999,11,10,13
bologna,1999,11,11,11
lecce,1999,11,12,12
reggina,1999,11,13,10
piacenza,1999,11,14,17
verona,1999,11,15,8
venezia,1999,11,16,15
cagliari,1999,11,17,16
lazio,1999,12,0,0
juventus,1999,12,1,1
roma,1999,12,2,5
inter,1999,12,3,3
parma,1999,12,4,4
milan,1999,12,5,2
fiorentina,1999,12,6,6
bari,1999,12,7,13
perugia,1999,12,8,9
udinese,1999,12,9,7
bologna,1999,12,10,11
torino,1999,12,11,14
lecce,1999,12,12,12
verona,1999,12,13,8
reggina,1999,12,14,10
piacenza,1999,12,15,17
venezia,1999,12,16,15
cagliari,1999,12,17,16
lazio,1999,13,0,0
juventus,1999,13,1,1
roma,1999,13,2,5
parma,1999,13,3,4
milan,1999,13,4,2
inter,1999,13,5,3
bari,1999,13,6,13
bologna,1999,13,7,11
fiorentina,1999,13,8,6
perugia,1999,13,9,9
lecce,1999,13,10,12
udinese,1999,13,11,7
torino,1999,13,12,14
verona,1999,13,13,8
reggina,1999,13,14,10
piacenza,1999,13,15,17
venezia,1999,13,16,15
cagliari,1999,13,17,16
lazio,1999,14,0,0
juventus,1999,14,1,1
parma,1999,14,2,4
roma,1999,14,3,5
milan,1999,14,4,2
inter,1999,14,5,3
bari,1999,14,6,13
perugia,1999,14,7,9
udinese,1999,14,8,7
fiorentina,1999,14,9,6
lecce,1999,14,10,12
bologna,1999,14,11,11
verona,1999,14,12,8
torino,1999,14,13,14
reggina,1999,14,14,10
piacenza,1999,14,15,17
venezia,1999,14,16,15
cagliari,1999,14,17,16
juventus,1999,15,0,1
lazio,1999,15,1,0
parma,1999,15,2,4
roma,1999,15,3,5
milan,1999,15,4,2
inter,1999,15,5,3
perugia,1999,15,6,9
bari,1999,15,7,13
bologna,1999,15,8,11
lecce,1999,15,9,12
udinese,1999,15,10,7
fiorentina,1999,15,11,6
reggina,1999,15,12,10
verona,1999,15,13,8
torino,1999,15,14,14
venezia,1999,15,15,15
piacenza,1999,15,16,17
cagliari,1999,15,17,16
lazio,1999,16,0,0
juventus,1999,16,1,1
parma,1999,16,2,4
roma,1999,16,3,5
milan,1999,16,4,2
inter,1999,16,5,3
bari,1999,16,6,13
fiorentina,1999,16,7,6
lecce,1999,16,8,12
udinese,1999,16,9,7
perugia,1999,16,10,9
bologna,1999,16,11,11
reggina,1999,16,12,10
verona,1999,16,13,8
torino,1999,16,14,14
venezia,1999,16,15,15
piacenza,1999,16,16,17
cagliari,1999,16,17,16
juventus,1999,17,0,1
lazio,1999,17,1,0
parma,1999,17,2,4
roma,1999,17,3,5
milan,1999,17,4,2
inter,1999,17,5,3
bologna,1999,17,6,11
lecce,1999,17,7,12
bari,1999,17,8,13
udinese,1999,17,9,7
fiorentina,1999,17,10,6
perugia,1999,17,11,9
reggina,1999,17,12,10
torino,1999,17,13,14
verona,1999,17,14,8
venezia,1999,17,15,15
piacenza,1999,17,16,17
cagliari,1999,17,17,16
juventus,1999,18,0,1
lazio,1999,18,1,0
roma,1999,18,2,5
milan,1999,18,3,2
inter,1999,18,4,3
parma,1999,18,5,4
bari,1999,18,6,13
udinese,1999,18,7,7
lecce,1999,18,8,12
perugia,1999,18,9,9
bologna,1999,18,10,11
fiorentina,1999,18,11,6
torino,1999,18,12,14
reggina,1999,18,13,10
verona,1999,18,14,8
venezia,1999,18,15,15
cagliari,1999,18,16,16
piacenza,1999,18,17,17
juventus,1999,19,0,1
lazio,1999,19,1,0
milan,1999,19,2,2
inter,1999,19,3,3
roma,1999,19,4,5
parma,1999,19,5,4
udinese,1999,19,6,7
lecce,1999,19,7,12
bologna,1999,19,8,11
bari,1999,19,9,13
fiorentina,1999,19,10,6
perugia,1999,19,11,9
torino,1999,19,12,14
reggina,1999,19,13,10
verona,1999,19,14,8
venezia,1999,19,15,15
cagliari,1999,19,16,16
piacenza,1999,19,17,17
lazio,1999,20,0,0
juventus,1999,20,1,1
milan,1999,20,2,2
roma,1999,20,3,5
inter,1999,20,4,3
parma,1999,20,5,4
udinese,1999,20,6,7
lecce,1999,20,7,12
fiorentina,1999,20,8,6
bologna,1999,20,9,11
bari,1999,20,10,13
perugia,1999,20,11,9
torino,1999,20,12,14
reggina,1999,20,13,10
verona,1999,20,14,8
venezia,1999,20,15,15
cagliari,1999,20,16,16
piacenza,1999,20,17,17
juventus,1999,21,0,1
lazio,1999,21,1,0
milan,1999,21,2,2
roma,1999,21,3,5
inter,1999,21,4,3
parma,1999,21,5,4
udinese,1999,21,6,7
fiorentina,1999,21,7,6
lecce,1999,21,8,12
bari,1999,21,9,13
bologna,1999,21,10,11
perugia,1999,21,11,9
torino,1999,21,12,14
reggina,1999,21,13,10
venezia,1999,21,14,15
verona,1999,21,15,8
cagliari,1999,21,16,16
piacenza,1999,21,17,17
juventus,1999,22,0,1
milan,1999,22,1,2
lazio,1999,22,2,0
roma,1999,22,3,5
inter,1999,22,4,3
parma,1999,22,5,4
udinese,1999,22,6,7
lecce,1999,22,7,12
fiorentina,1999,22,8,6
bologna,1999,22,9,11
bari,1999,22,10,13
perugia,1999,22,11,9
torino,1999,22,12,14
reggina,1999,22,13,10
verona,1999,22,14,8
venezia,1999,22,15,15
cagliari,1999,22,16,16
piacenza,1999,22,17,17
juventus,1999,23,0,1
lazio,1999,23,1,0
milan,1999,23,2,2
inter,1999,23,3,3
roma,1999,23,4,5
parma,1999,23,5,4
udinese,1999,23,6,7
fiorentina,1999,23,7,6
bologna,1999,23,8,11
lecce,1999,23,9,12
bari,1999,23,10,13
perugia,1999,23,11,9
reggina,1999,23,12,10
torino,1999,23,13,14
verona,1999,23,14,8
venezia,1999,23,15,15
cagliari,1999,23,16,16
piacenza,1999,23,17,17
juventus,1999,24,0,1
lazio,1999,24,1,0
inter,1999,24,2,3
milan,1999,24,3,2
roma,1999,24,4,5
parma,1999,24,5,4
udinese,1999,24,6,7
fiorentina,1999,24,7,6
perugia,1999,24,8,9
bologna,1999,24,9,11
lecce,1999,24,10,12
bari,1999,24,11,13
reggina,1999,24,12,10
torino,1999,24,13,14
verona,1999,24,14,8
venezia,1999,24,15,15
cagliari,1999,24,16,16
piacenza,1999,24,17,17
juventus,1999,25,0,1
lazio,1999,25,1,0
inter,1999,25,2,3
milan,1999,25,3,2
roma,1999,25,4,5
parma,1999,25,5,4
udinese,1999,25,6,7
fiorentina,1999,25,7,6
perugia,1999,25,8,9
bologna,1999,25,9,11
lecce,1999,25,10,12
bari,1999,25,11,13
torino,1999,25,12,14
reggina,1999,25,13,10
verona,1999,25,14,8
venezia,1999,25,15,15
cagliari,1999,25,16,16
piacenza,1999,25,17,17
juventus,1999,26,0,1
lazio,1999,26,1,0
inter,1999,26,2,3
milan,1999,26,3,2
roma,1999,26,4,5
parma,1999,26,5,4
udinese,1999,26,6,7
fiorentina,1999,26,7,6
perugia,1999,26,8,9
bologna,1999,26,9,11
lecce,1999,26,10,12
reggina,1999,26,11,10
bari,1999,26,12,13
torino,1999,26,13,14
verona,1999,26,14,8
venezia,1999,26,15,15
cagliari,1999,26,16,16
piacenza,1999,26,17,17
juventus,1999,27,0,1
lazio,1999,27,1,0
milan,1999,27,2,2
inter,1999,27,3,3
parma,1999,27,4,4
roma,1999,27,5,5
udinese,1999,27,6,7
fiorentina,1999,27,7,6
bologna,1999,27,8,11
perugia,1999,27,9,9
lecce,1999,27,10,12
reggina,1999,27,11,10
verona,1999,27,12,8
bari,1999,27,13,13
torino,1999,27,14,14
venezia,1999,27,15,15
cagliari,1999,27,16,16
piacenza,1999,27,17,17
juventus,1999,28,0,1
lazio,1999,28,1,0
milan,1999,28,2,2
inter,1999,28,3,3
parma,1999,28,4,4
roma,1999,28,5,5
udinese,1999,28,6,7
fiorentina,1999,28,7,6
